"media_open; media_play; media_end","2022/11/03 14:19:29:863; 2022/11/03 14:19:35:291; 2022/11/03 14:24:35:488"
"Multimedia File","v2.mp4"
"Lower Label","Highly Disengaged"
"Upper Label","Highly Engaged"
"Minimum Value",-100
"Maximum Value",100
"Number of Steps",9
"Second","Rating"
"%%%%%%","%%%%%%"
1,56
2,88.9473684210526
3,90
4,90
5,90
6,90
7,90
8,90
9,90
10,90
11,90
12,88.9473684210526
13,80
14,70
15,48.9473684210526
16,30
17,30
18,30
19,30
20,-2.63157894736842
21,-30
22,-30
23,4
24,37.7777777777778
25,50
26,50
27,50
28,50
29,50
30,50
31,50
32,50
33,50
34,50
35,50
36,50
37,50
38,50
39,50
40,50
41,50
42,50
43,50
44,50
45,50
46,50
47,50
48,50
49,50
50,50
51,50
52,50
53,50
54,53.1578947368421
55,60
56,60
57,60
58,60
59,60
60,60
61,60
62,60
63,60
64,60
65,60
66,60
67,60
68,59.4736842105263
69,23.6842105263158
70,-25
71,-30
72,-30
73,-30
74,-35.2631578947368
75,-40
76,-40
77,-40
78,-40
79,-40
80,-40
81,-40
82,-40
83,-40
84,-40
85,-40
86,-40
87,-40
88,-40
89,-40
90,-41.0526315789474
91,-50
92,-50
93,-50
94,-50
95,-50
96,-50
97,-50
98,-50
99,-50
100,-50
101,-50
102,-50
103,-50
104,-50
105,-50
106,-50
107,-50
108,-50
109,-50
110,-50
111,-50
112,-50
113,-50
114,-50
115,-50
116,-50
117,-50
118,-50
119,-50
120,-47.3684210526316
121,-13.6842105263158
122,5
123,48.9473684210526
124,60
125,60
126,60
127,37.8947368421053
128,30
129,30
130,30
131,30
132,30
133,56.3157894736842
134,70
135,70
136,78.4210526315789
137,80
138,80
139,73.1578947368421
140,50
141,64.2105263157895
142,70
143,70
144,70
145,70
146,70
147,70
148,63.6842105263158
149,20
150,-2.10526315789474
151,-14.2105263157895
152,-20
153,-18.4210526315789
154,22.1052631578947
155,71.0526315789474
156,90.5263157894737
157,100
158,100
159,100
160,100
161,100
162,100
163,100
164,100
165,100
166,100
167,100
168,100
169,100
170,96.3157894736842
171,90
172,90
173,90
174,90
175,90
176,64.2105263157895
177,50
178,50
179,50
180,50
181,50
182,50
183,50
184,50
185,50
186,50
187,50
188,50
189,50
190,44.2105263157895
191,40
192,40
193,40
194,40
195,40
196,40
197,40
198,40
199,43.1578947368421
200,50
201,50
202,50
203,50
204,50
205,50
206,50
207,50
208,50
209,50
210,50
211,50
212,50
213,50
214,50
215,50
216,50
217,50
218,50
219,50
220,50
221,50
222,60
223,60
224,60
225,60
226,60
227,60
228,60
229,60
230,60
231,55.5
232,31.5789473684211
233,30
234,30
235,30
236,30
237,30
238,30
239,30
240,30
241,30
242,30
243,30
244,30
245,30
246,30
247,30
248,20
249,10
250,10
251,10
252,10
253,10
254,10
255,10
256,10
257,10
258,10
259,15.5
260,48.3333333333333
261,55.2631578947368
262,60
263,60
264,60
265,60
266,60
267,60
268,60
269,60
270,60
271,60
272,43
273,20
274,20
275,20
276,20
277,20
278,20
279,20
280,20
281,20
282,20
283,20
284,20
285,20
286,20
287,20
288,20
289,20
290,20
291,20
292,20
293,20
294,20
295,20
296,20
297,20
298,20
299,20
300,20
